
1583551162518	aaron	1583551162284-230606255.jpg	t	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.06,"neutral":0.84,"negative":0.1},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.06,"neutral":0.84,"negative":0.1},"offset":0,"length":1}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"9ae8eefa-9a7c-4137-8859-590a885f577e","faceRectangle":{"top":135,"left":219,"width":113,"height":113}}]
1583563313049	aaron	1583563313575-827655847.jpg	{krystal}	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.02,"neutral":0.98,"negative":0},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.02,"neutral":0.98,"negative":0},"offset":0,"length":9}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"83405c3c-5f02-48be-b85e-81ddc158d003","faceRectangle":{"top":131,"left":191,"width":196,"height":188}}]
1583563364060	aaron	1583563364482-79528200.jpg	{krystal}	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.02,"neutral":0.98,"negative":0},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.02,"neutral":0.98,"negative":0},"offset":0,"length":9}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"ee6683dd-fd5b-4005-b59c-8bb99ca5dffc","faceRectangle":{"top":108,"left":211,"width":124,"height":124}}]
1583563387332	aaron	1583563387718-833058606.jpg	{krystal}	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.02,"neutral":0.98,"negative":0},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.02,"neutral":0.98,"negative":0},"offset":0,"length":9}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"b2caf758-9d55-4a4c-87c5-f64d7cca71e2","faceRectangle":{"top":99,"left":214,"width":115,"height":115}}]
1583563423251	aaron	1583563423677-886855802.jpg	{krystal}	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.02,"neutral":0.98,"negative":0},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.02,"neutral":0.98,"negative":0},"offset":0,"length":9}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"20ecd124-c47a-4ff6-b5b6-6547eff4e1e8","faceRectangle":{"top":96,"left":198,"width":129,"height":129}}]
1583563604700	skylar	1583563605003-602064868.jpg	message	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.1,"neutral":0.73,"negative":0.17},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.1,"neutral":0.73,"negative":0.17},"offset":0,"length":7}]}],"errors":[],"modelVersion":"2019-10-01"}	[]
1583563656324	aaron	1583563656650-442487788.jpg	add gitignore	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.05,"neutral":0.93,"negative":0.02},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.05,"neutral":0.93,"negative":0.02},"offset":0,"length":13}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"aa083f0b-4f3a-473b-8c4f-6091817a1421","faceRectangle":{"top":184,"left":221,"width":104,"height":104}}]
1583564635981	krystalc	1583564636475-344807926.jpg	{krystal}	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.02,"neutral":0.98,"negative":0},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.02,"neutral":0.98,"negative":0},"offset":0,"length":9}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"73d9420e-5d95-4387-9e10-511a8c123935","faceRectangle":{"top":120,"left":191,"width":140,"height":140}}]
1583570056579	aaron	1583570056824-725233531.jpg	inject js into search page ok	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.01,"neutral":0.98,"negative":0.01},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.01,"neutral":0.98,"negative":0.01},"offset":0,"length":29}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"d6804ffd-9696-45f7-955e-4da7c40e5f36","faceRectangle":{"top":168,"left":212,"width":114,"height":114}}]
1583570188410	aaron	1583570188627-789020186.jpg	inject js ok	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.37,"neutral":0.44,"negative":0.19},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.37,"neutral":0.44,"negative":0.19},"offset":0,"length":12}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"872b4bc4-873e-4364-b534-443b759f6cae","faceRectangle":{"top":168,"left":219,"width":108,"height":108}}]
1583570294646	aaron	1583570294860-766366501.jpg	fix git	{"documents":[{"id":"1","sentiment":"positive","documentScores":{"positive":0.78,"neutral":0.15,"negative":0.07},"sentences":[{"sentiment":"positive","sentenceScores":{"positive":0.78,"neutral":0.15,"negative":0.07},"offset":0,"length":7}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"13057152-8f6c-4115-9ce2-db7f1c494a95","faceRectangle":{"top":161,"left":219,"width":114,"height":114}}]
1583571746431	skylar	1583571746776-418408070.jpg	database updated	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.12,"neutral":0.85,"negative":0.03},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.12,"neutral":0.85,"negative":0.03},"offset":0,"length":16}]}],"errors":[],"modelVersion":"2019-10-01"}	[]
1583574744343	aaron	1583574744636-660096577.jpg	add add to queue butt	{"documents":[{"id":"1","sentiment":"negative","documentScores":{"positive":0,"neutral":0,"negative":1},"sentences":[{"sentiment":"negative","sentenceScores":{"positive":0,"neutral":0,"negative":1},"offset":0,"length":21}]}],"errors":[],"modelVersion":"2019-10-01"}	[{"faceId":"3fc9f3b4-5af3-4841-93d4-6e25f59d5d7d","faceRectangle":{"top":182,"left":213,"width":103,"height":103}}]
1583579051693	aaron	1583579052111-363246466.jpg	add html stuff	{"documents":[{"id":"1","sentiment":"neutral","documentScores":{"positive":0.06,"neutral":0.93,"negative":0.01},"sentences":[{"sentiment":"neutral","sentenceScores":{"positive":0.06,"neutral":0.93,"negative":0.01},"offset":0,"length":14}]}],"errors":[],"modelVersion":"2019-10-01"}	[]
